# Region type : patch inlet
# Faces  :      110
# Area   :      1.20000000e+01
# Time          	sum(phi)
46.7            	-1.20000000e+01
46.75           	-1.20000000e+01
46.8            	-1.20000000e+01
46.85           	-1.20000000e+01
46.9            	-1.20000000e+01
46.95           	-1.20000000e+01
47              	-1.20000000e+01
47.05           	-1.20000000e+01
47.1            	-1.20000000e+01
47.15           	-1.20000000e+01
47.2            	-1.20000000e+01
47.25           	-1.20000000e+01
47.3            	-1.20000000e+01
47.35           	-1.20000000e+01
47.4            	-1.20000000e+01
47.45           	-1.20000000e+01
47.5            	-1.20000000e+01
47.55           	-1.20000000e+01
47.6            	-1.20000000e+01
47.65           	-1.20000000e+01
47.7            	-1.20000000e+01
47.75           	-1.20000000e+01
47.8            	-1.20000000e+01
47.85           	-1.20000000e+01
47.9            	-1.20000000e+01
47.95           	-1.20000000e+01
